groundTruth,sem,semAsPercentageError
0.320651539,8.161795086390335e-05,0.025453784228961197
0.5921695929999999,7.224672916932967e-05,0.01220034429720029
0.8384997219999999,0.0001283392006520291,0.01530581314277754
0.9988917909999999,1.60250880704854e-05,0.001604286691999194
0.999921899,1.7298422856807076e-06,0.00017299773986455193
0.9999955589999999,2.983042816465706e-07,2.9830560642176876e-05
0.999999888,7.466666667177434e-08,7.466667503444194e-06
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
