0.349850	0.635554	0.864227	0.999152	0.999955	0.999995	1.000000	1.000000	1.000000	1.000000
0.331859	0.609221	0.852322	0.998809	0.999925	0.999995	1.000000	1.000000	1.000000	1.000000
0.328086	0.602161	0.843036	0.998970	0.999918	0.999995	1.000000	1.000000	1.000000	1.000000
0.339674	0.619152	0.849774	0.999035	0.999925	1.000000	1.000000	1.000000	1.000000	1.000000
0.336451	0.615029	0.849779	0.998667	0.999917	0.999990	0.999995	1.000000	1.000000	1.000000
0.332847	0.607343	0.845250	0.998951	0.999885	0.999990	1.000000	1.000000	1.000000	1.000000
0.331082	0.607174	0.850192	0.998999	0.999952	0.999995	1.000000	1.000000	1.000000	1.000000
0.332132	0.607914	0.844802	0.998888	0.999888	0.999990	1.000000	1.000000	1.000000	1.000000
0.341023	0.620162	0.850365	0.998688	0.999934	1.000000	1.000000	1.000000	1.000000	1.000000
0.347367	0.628766	0.860391	0.998397	0.999925	0.999996	1.000000	1.000000	1.000000	1.000000
0.332491	0.611726	0.855923	0.999009	0.999940	0.999996	1.000000	1.000000	1.000000	1.000000
0.368265	0.656096	0.864814	0.999171	0.999938	1.000000	1.000000	1.000000	1.000000	1.000000
0.363064	0.652221	0.869960	0.999130	0.999915	0.999996	1.000000	1.000000	1.000000	1.000000
0.354896	0.639385	0.859005	0.999014	0.999955	1.000000	1.000000	1.000000	1.000000	1.000000
0.334560	0.612653	0.853182	0.999081	0.999926	0.999990	1.000000	1.000000	1.000000	1.000000
0.330923	0.606293	0.846744	0.998952	0.999920	0.999991	1.000000	1.000000	1.000000	1.000000
0.331344	0.606415	0.844592	0.998948	0.999930	0.999990	1.000000	1.000000	1.000000	1.000000
0.340361	0.619657	0.850950	0.998562	0.999960	1.000000	1.000000	1.000000	1.000000	1.000000
0.336871	0.614164	0.848790	0.999028	0.999966	1.000000	1.000000	1.000000	1.000000	1.000000
0.334133	0.614029	0.859052	0.999170	0.999955	1.000000	1.000000	1.000000	1.000000	1.000000
0.339683	0.616875	0.850289	0.999044	0.999905	1.000000	1.000000	1.000000	1.000000	1.000000
0.346199	0.627672	0.858213	0.999053	0.999942	1.000000	1.000000	1.000000	1.000000	1.000000
0.331913	0.607613	0.846501	0.999114	0.999965	1.000000	1.000000	1.000000	1.000000	1.000000
0.327307	0.602315	0.844938	0.998890	0.999917	0.999996	1.000000	1.000000	1.000000	1.000000
0.333430	0.607921	0.845000	0.999136	0.999952	1.000000	1.000000	1.000000	1.000000	1.000000
0.349789	0.631612	0.855388	0.999053	0.999943	0.999995	1.000000	1.000000	1.000000	1.000000
0.335153	0.611639	0.849605	0.998796	0.999936	1.000000	1.000000	1.000000	1.000000	1.000000
0.336121	0.615563	0.850158	0.999070	0.999912	0.999995	1.000000	1.000000	1.000000	1.000000
0.334434	0.610445	0.848380	0.998933	0.999920	0.999986	1.000000	1.000000	1.000000	1.000000
0.329926	0.603858	0.842820	0.999091	0.999950	1.000000	1.000000	1.000000	1.000000	1.000000
0.329037	0.604079	0.848383	0.999117	0.999949	1.000000	1.000000	1.000000	1.000000	1.000000
0.323905	0.596151	0.840482	0.999015	0.999910	0.999995	1.000000	1.000000	1.000000	1.000000
0.351912	0.638555	0.871185	0.999230	0.999958	1.000000	1.000000	1.000000	1.000000	1.000000
0.341279	0.622965	0.859339	0.999023	0.999938	0.999995	1.000000	1.000000	1.000000	1.000000
0.327430	0.602214	0.844827	0.998809	0.999851	1.000000	1.000000	1.000000	1.000000	1.000000
0.350172	0.635966	0.864319	0.999142	0.999956	1.000000	1.000000	1.000000	1.000000	1.000000
0.326476	0.599991	0.842093	0.998911	0.999929	1.000000	1.000000	1.000000	1.000000	1.000000
0.350332	0.636406	0.865517	0.999085	0.999889	1.000000	1.000000	1.000000	1.000000	1.000000
0.336745	0.619775	0.858734	0.999022	0.999941	0.999995	1.000000	1.000000	1.000000	1.000000
0.328278	0.603693	0.844354	0.998736	0.999896	1.000000	1.000000	1.000000	1.000000	1.000000
0.326343	0.600203	0.845655	0.998885	0.999950	0.999992	1.000000	1.000000	1.000000	1.000000
0.329694	0.605942	0.846554	0.998952	0.999921	1.000000	1.000000	1.000000	1.000000	1.000000
0.339132	0.620781	0.864699	0.999166	0.999908	0.999990	1.000000	1.000000	1.000000	1.000000
0.331522	0.607423	0.848333	0.998709	0.999908	0.999990	1.000000	1.000000	1.000000	1.000000
0.345464	0.628200	0.860647	0.998967	0.999917	0.999995	1.000000	1.000000	1.000000	1.000000
0.324763	0.598945	0.843548	0.998763	0.999909	0.999991	1.000000	1.000000	1.000000	1.000000
0.327253	0.603794	0.848830	0.999189	0.999959	1.000000	1.000000	1.000000	1.000000	1.000000
0.356123	0.641711	0.862299	0.999015	0.999928	0.999995	1.000000	1.000000	1.000000	1.000000
0.330680	0.605728	0.845923	0.998834	0.999929	1.000000	1.000000	1.000000	1.000000	1.000000
0.337865	0.620833	0.864963	0.999256	0.999949	1.000000	1.000000	1.000000	1.000000	1.000000
0.362671	0.651991	0.870600	0.998902	0.999911	0.999991	1.000000	1.000000	1.000000	1.000000
0.335319	0.613124	0.848618	0.998997	0.999921	0.999991	1.000000	1.000000	1.000000	1.000000
0.322473	0.593159	0.838855	0.998899	0.999894	0.999990	1.000000	1.000000	1.000000	1.000000
0.323741	0.597573	0.843205	0.998900	0.999933	0.999992	1.000000	1.000000	1.000000	1.000000
0.322978	0.595727	0.842789	0.999094	0.999945	0.999995	1.000000	1.000000	1.000000	1.000000
0.352250	0.634087	0.860618	0.998844	0.999920	1.000000	1.000000	1.000000	1.000000	1.000000
0.333746	0.612614	0.852590	0.998785	0.999908	0.999995	1.000000	1.000000	1.000000	1.000000
0.331597	0.608091	0.850145	0.999001	0.999944	1.000000	1.000000	1.000000	1.000000	1.000000
0.340492	0.619168	0.852096	0.999173	0.999951	1.000000	1.000000	1.000000	1.000000	1.000000
0.330591	0.607774	0.850354	0.998904	0.999939	0.999991	1.000000	1.000000	1.000000	1.000000
0.336643	0.612244	0.847102	0.998640	0.999934	0.999996	1.000000	1.000000	1.000000	1.000000
0.330236	0.604633	0.844701	0.998793	0.999918	1.000000	1.000000	1.000000	1.000000	1.000000
0.326036	0.598756	0.842498	0.998955	0.999935	0.999995	1.000000	1.000000	1.000000	1.000000
0.334986	0.618720	0.866564	0.999013	0.999928	1.000000	1.000000	1.000000	1.000000	1.000000
0.334490	0.615259	0.856766	0.998924	0.999917	0.999996	1.000000	1.000000	1.000000	1.000000
0.337102	0.613995	0.848621	0.999228	0.999929	0.999993	1.000000	1.000000	1.000000	1.000000
0.332987	0.610270	0.850121	0.998877	0.999902	0.999991	1.000000	1.000000	1.000000	1.000000
0.337249	0.615402	0.851307	0.999027	0.999920	0.999996	1.000000	1.000000	1.000000	1.000000
0.331157	0.606870	0.846897	0.999094	0.999906	0.999987	1.000000	1.000000	1.000000	1.000000
0.340969	0.620118	0.851938	0.998997	0.999909	0.999996	1.000000	1.000000	1.000000	1.000000
0.344839	0.628315	0.862424	0.998943	0.999932	0.999996	1.000000	1.000000	1.000000	1.000000
0.332987	0.608641	0.846643	0.998590	0.999899	1.000000	1.000000	1.000000	1.000000	1.000000
0.333228	0.609141	0.846692	0.998862	0.999920	1.000000	1.000000	1.000000	1.000000	1.000000
0.331731	0.607181	0.848564	0.998806	0.999913	0.999995	1.000000	1.000000	1.000000	1.000000
0.336571	0.618315	0.858241	0.999024	0.999926	1.000000	1.000000	1.000000	1.000000	1.000000
0.346080	0.629746	0.857977	0.999091	0.999936	1.000000	1.000000	1.000000	1.000000	1.000000
0.365823	0.652957	0.863716	0.998998	0.999905	0.999996	1.000000	1.000000	1.000000	1.000000
0.342585	0.624089	0.859079	0.998954	0.999915	0.999990	1.000000	1.000000	1.000000	1.000000
0.346723	0.626420	0.855212	0.999095	0.999934	1.000000	1.000000	1.000000	1.000000	1.000000
0.324115	0.595506	0.840131	0.998880	0.999928	1.000000	1.000000	1.000000	1.000000	1.000000
0.343078	0.626588	0.860000	0.998877	0.999917	1.000000	1.000000	1.000000	1.000000	1.000000
0.344612	0.627510	0.862927	0.999066	0.999945	1.000000	1.000000	1.000000	1.000000	1.000000
0.339821	0.624889	0.869077	0.998928	0.999903	1.000000	1.000000	1.000000	1.000000	1.000000
0.327990	0.603254	0.847876	0.999025	0.999900	0.999980	1.000000	1.000000	1.000000	1.000000
0.360504	0.644260	0.858285	0.998939	0.999885	0.999990	1.000000	1.000000	1.000000	1.000000
