"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",-0.745843431384832,0.0816027479120428,1.67745145727717,0.770192919112368,1.11079704381035,-0.0881429684016085,-1.00412779057242,0.413292651702921,-1.24111323892932,-0.308419388528134,0.205630317195167,1.10761314342735,0.20038167775047,0.0917162697189478,-0.894519912703309,0.17526907101766,0.420642263191005,0.189287592963975,-0.0521530756402793,0.112256476640049,-1.35559664751353,-0.476641194994284,-0.770766461786025,-1.10906386263364,-0.562412815730336,-1.13074124106693,0.738161886024992,0.686037794054636,-2.90935533866992,0.474376800147297,1.32258940052963,-0.272389075584367,0.724413989027159,0.676375843445101,-0.354008160156048,-0.870943060305953,-0.440711882667879,0.267282919869578,0.932149724758452,1.26016053811705,-0.880429445347446,-0.673219230138313,0.481679308847639,0.146924839366423,0.528705943517123,-0.486118059235239,0.121993385231094,-0.0567130136448199,0.489246806322503,-0.48560099547622
"2",-0.745843431384832,-0.301009626845871,-0.349035010814474,1.01920692974631,0.0709509847471882,-0.470799261436318,-0.545257773673143,1.2685047646357,-2.47463047988854,0.554724430239199,0.0818306638299143,1.1856611851215,0.540468665278311,-0.052206613162351,-0.256737648465166,-1.04630473703301,-0.557557352792316,0.391668240752163,0.340570020505446,0.495488580671267,-0.224181268514462,0.601718553942112,-0.912178042456678,0.357640548971663,-1.50243622293852,-1.30312035014124,0.843200889853842,0.132681955297095,-1.29456352619703,-0.0779733581087879,0.175155260052393,0.69971910163241,0.419685611636333,0.741468972392555,-0.544486160014903,0.633682780278389,-0.168953512977377,0.788978661515306,0.673128146978467,0.478189770688297,0.597254710802533,-1.88194769237907,0.602450046493774,0.037108712140287,0.57144617689184,-0.704361883024178,-0.00269247363583364,0.21292194404038,0.809544312947845,-0.856272070053757
"3",0.342929318540288,-0.301009626845871,-0.349035010814474,0.698912294311208,0.98063961623781,0.33870154364924,1.17451956866072,1.00202779614649,0.165878001462125,-0.237836608159698,1.29519596010465,0.893227128474984,0.816584033958851,0.597143050013794,0.635981370171617,0.103990623881707,-0.557557352792316,0.974401396530997,1.125689311652,0.733545224087078,-0.541944026162368,0.047959337569297,0.456012779563708,-1.10906386263364,0.15973524284128,-0.249797020194597,1.01294591835745,1.80639710148454,0.320228286275859,0.274869554517161,0.753193830780868,1.48317344573893,0.126445773370245,0.709267938812409,-1.48843146728982,1.02824364277585,0.773015536682246,0.721346012039359,0.932149724758452,1.64412205825562,-0.243214845458046,0.315677441906359,1.1179977690265,0.624658292970664,1.19499134756366,-0.155278583329876,0.319469944274328,0.7820643702315,0.902658088712834,0.365335948330792
"4",-0.745843431384832,-0.476913350586488,-0.349035010814474,1.03976977738391,-0.583027945316336,0.157462040672761,-0.00642903750811021,1.49135171649613,-0.674661447547198,0.712221159035537,0.587617547148018,1.95543005655197,1.14657298872125,-0.428876937251422,0.275985193640594,0.0302345900446651,0.103166729719712,0.902179526956366,1.05346021557128,0.209435666280006,0.305871682888422,0.822551985765046,0.139779573014883,-1.10906386263364,-1.20189543467727,0.499082040309865,0.699003803098457,0.913785765246007,-0.596837988624019,1.47864315886811,1.6159653020618,0.967791883895895,0.855120960707359,1.54215935247471,-0.0523304853388163,1.1034849668586,0.499896156460204,-1.32099867638425,0.865396153085865,1.17307536850734,0.778516834843385,-1.14884416194488,-0.552979897595521,0.146924839366423,1.24618123855834,-0.155278583329876,0.121993385231094,0.676598244336084,1.07307589652068,0.97110544092115
"5",0.342929318540288,-0.384600289639568,-0.349035010814474,0.329567817082762,1.33866786707677,0.482400869575834,-2.32554971382847,0.926402241744144,-0.817679058736278,-0.136392416823624,0.976531837221558,0.677414939407841,0.0478052281461545,0.216642904399402,-1.58323416280722,-0.548600146372113,1.11284506023334,1.48305995514432,0.0924326875739737,0.550708464240117,-0.39382037662612,0.381453244195972,0.637228212709296,-1.10906386263364,-0.370898440519617,-0.459233992605181,0.874752113481778,2.15709870967894,-0.0387793620108876,-0.470134701982508,1.2131649370156,1.39785849359136,0.493473802525559,0.60839517482757,-1.07410472869031,-0.510118716279446,0.158284836639422,1.23440076762251,0.242179009064187,1.24612122014406,-0.469678401522591,-1.2674644910085,0.145879766341861,0.037108712140287,1.24618123855834,-0.155278583329876,-0.154680198450246,0.879117529664131,0.119465496777485,-0.420790320657559
"6",-0.745843431384832,-0.696652457183227,-0.349035010814474,0.928015484182014,0.816479712704269,0.223253237239617,0.573254007541317,1.14176018579242,-1.05851613796931,0.434178180615362,0.800951047964752,1.5849906749973,0.0478052281461545,0.742168854179728,0.544329892612192,-1.20812977568421,-0.557557352792316,0.544176409792482,0.976951613479376,0.550708464240117,0.231790293317865,-1.15673140649162,0.825985817901149,-1.10906386263364,-0.986146380980037,-0.762627150240244,0.699003803098457,0.582169662426946,0.469383713565289,-0.0348649235476187,1.07246043336765,1.37995962155349,-0.0118970418225482,0.803909901003715,0.374631036621891,0.418617952950553,-0.168953512977377,1.06434074635074,0.483091186128461,1.02781729927696,0.0473960166848353,-3.55708865665291,0.145879766341861,-0.0871963133799175,1.57706309875445,0.291551794787701,-0.349377897443828,-0.27665572640776,0.684331250705723,0.158553871399022
"7",0.636532648309616,-0.384600289639568,1.67745145727717,0.290167971337514,0.930518234274164,0.791844621989913,0.347115116690506,1.07368163031894,-0.00759599797010219,0.33226354643774,1.40569426679175,1.34112131150433,0.628979271281053,0.0917162697189478,0.470329549016689,-0.145732154716914,0.715660970256911,0.902179526956366,-1.15828419875539,0.601541011342362,0.696306218085108,-0.217819677313972,1.53714714602763,-1.10906386263364,-2.00142317745449,-0.0629873714727577,0.513404073948898,1.816706832938,0.755680269308035,0.239162336504329,0.782062496169517,0.796626999503086,1.27244896487506,1.27438561242081,-0.776672216146937,0.949050873169551,1.24032587242129,0.379513961533577,0.170387324882232,1.54136583327593,0.0175042693911599,-0.450939218726684,0.942572033209144,0.624658292970664,1.29544260845923,0.780496798624284,0.319469944274328,0.676598244336084,1.05280841190203,0.548348969167871
"8",-0.745843431384832,0.0282490502841085,-0.349035010814474,0.0326809856432556,0.498200343553086,1.45600043654192,0.393419637578406,0.165611929810315,0.2462257821784,-1.1416318790235,0.76842186783495,0.230034485584298,-0.529239609724835,0.327008186499537,-0.119445449214154,-0.925181065805637,0.281460224654342,0.364519043572133,0.324342905212755,0.733545224087078,-0.66154058098272,-1.75385720501134,0.972039934734501,1.11427912813204,-0.370898440519617,-0.459233992605181,1.08364901445387,0.43916372268141,0.694695594450325,-0.470134701982508,0.175155260052393,0.69971910163241,0.336161969132648,-0.317743393716045,-0.776672216146937,0.167704655753968,-0.168953512977377,0.137986112136222,0.370635839234964,1.24612122014406,-0.880429445347446,-1.2674644910085,-0.552979897595521,0.146924839366423,0.836924780528185,-0.307077820000434,0.75319764939124,0.831557870799418,0.0411449407443186,0.326069849151169
"9",-0.745843431384832,-0.831062028646129,-0.349035010814474,-2.32097013711856,1.1488325118903,0.223253237239617,-0.749663899246323,0.468775578859194,-0.101685336129205,0.383865146058037,1.21406721593617,0.185916880430907,0.127534525606751,0.742168854179728,-0.0771698154989735,-0.573391506088281,0.420642263191005,0.250215746091583,-2.33412543972231,0.648632365176372,0.0180685989408977,-1.24267878054131,0.390843127571463,-1.10906386263364,-0.151023868046272,0.0233636865847071,0.565004785873874,0.849630815157987,0.811597893746132,0.309826565113319,1.0966851932022,0.993866385487856,0.419685611636333,0.0730922124797656,0.537365371375639,0.633682780278389,0.709676281070413,-0.770250872401172,0.0923993296364843,0.637514883275266,-0.174101504403687,0.192815131420825,0.942572033209144,-0.230403065689082,-0.0660999879636487,0.457211521757786,0.121993385231094,0.36434325569961,0.157135779497554,0.158553871399022
"10",-0.745843431384832,0.308707982485697,-0.349035010814474,-1.03666607477976,-0.583027945316336,-0.66563332671713,-0.148583821594296,0.622851671033768,0.322843756302505,0.483265439932749,0.626501566954104,-0.174218660391641,-0.0402435472762861,0.0917162697189478,-0.163372887081025,-0.0461774904441406,1.06914934428515,1.6541395209718,-3.85974973447576,-0.142077762110477,-0.0990225729587092,0.047959337569297,1.14843628643067,-1.10906386263364,0.380666134765604,0.433877353489545,0.0683263433449838,-0.441073800149127,1.12710110998785,-0.312051418952905,1.32258940052963,0.665391963567992,0.419685611636333,0.773007386016767,-1.48843146728982,1.20974550018683,0.643261124088555,-1.32099867638425,0.583093594044461,0.732102325444907,-0.174101504403687,0.884953460497974,0.704845496059614,0.334341559186373,-0.136425250118758,0.197146324501893,0.473141377366331,0.129507650028904,0.603826252159598,0.403658058859565
